objectid,county,city,surface,class,agency,status,seg_num,length,year_cmplt,legend,SHAPE_Length
3367,Alameda,Berkeley,paved,1,Berkeley Public Works Department,Existing,4162,1.51927509966334,pre-1989,Bay Trail (off street),0.0250841796339373
3368,Contra Costa,Richmond,natural,1,East Bay Regional Park District,Existing,5042,0.180159902328443,pre-1989,Bay Trail (off street),0.00325464170759056
3369,Contra Costa,Contra Costa Co,paved,1,Contra Costa County Public Works,Existing,5047,1.64923163439553,,Bay Trail (off street),0.0253585601644197
3370,Contra Costa,Richmond, ,1,Richmond Public Works Dept,Proposed,5051,0.172134889797176,,Planned Bay Trail,0.00264579359945951
3371,Contra Costa,Richmond,paved,1,East Bay Regional Park District,Existing,5068.1,1.74613210605856,pre-1989,Bay Trail (off street),0.0277809727184193
3372,Contra Costa,Richmond,natural,1,East Bay Regional Park District,Existing,5061,0.692474651820396,pre-1989,Bay Trail (off street),0.0118943797168915
3373,Contra Costa,Richmond,natural,1,East Bay Regional Park District,Existing,5063,0.32125571358373,pre-1989,Bay Trail (off street),0.00559194866146225
3374,Contra Costa,Contra Costa Co,paved,1,East Bay Regional Park District,Existing,5066,0.61172298270669,1996,Bay Trail (off street),0.0104787989593474
3375,Contra Costa,Pinole,paved,1,Pinole Public Works Department,Existing,5071,0.239521171913801,pre-1989,Bay Trail (off street),0.00388469837160979
3376,Contra Costa,Contra Costa Co,natural,1,East Bay Regional Park District,Existing,5094,0.266398470160284,,Bay Trail (off street),0.00466705422258677
3377,Contra Costa,Contra Costa Co,paved,1,Caltrans,Existing,5097,0.731303026403397,2004,Bay Trail (off street),0.0114411875810477
3378,Contra Costa,Contra Costa Co,natural,1,East Bay Regional Park District,Existing,5091,2.45253354283863,,Bay Trail (off street),0.0416415085794707
3379,Contra Costa,Martinez,paved,2,Martinez Public Works Department,Existing,5064,2.12755848795545,,Bay Trail (on street),0.032312724019511
3380,Contra Costa,Martinez,,2,Martinez Public Works Department,Proposed,5077,0.355794516998124,,Planned Bay Trail,0.0061407303388594
3381,Marin,Tiburon,paved,2,Tiburon Public Works Department,Existing,9098,0.735248939878885,pre-1989,Bay Trail (on street),0.012802550319975
3382,Marin,Tiburon,paved,1,Tiburon Public Works Department,Existing,9091,2.10340592048721,pre-1989,Bay Trail (off street),0.035239206714346
3383,Marin,Marin County,paved,1,Marin County Public Works Dept,Existing,9094,0.554511877614933,,Bay Trail (off street),0.0084153052366591
3384,Marin,Marin County,paved,1,Marin County Public Works Dept,Existing,9085,0.267772800501155,,Bay Trail (off street),0.00430377604591105
3385,Marin,Mill Valley,paved,1,Marin County Parks,Existing,9081,0.589677082133387,,Bay Trail (off street),0.0092341829164402
3386,Marin,Mill Valley,paved,1,Mill Valley Public Works Department,Existing,9084,0.40832972874007,pre-1989,Bay Trail (off street),0.00667973268772843
3387,Santa Clara,San Jose,natural,1,Santa Clara Valley Water District,Existing,3030,0.480272565539633,pre-1989,Bay Trail (off street),0.00732055318705776
3388,Santa Clara,San Jose,natural,1,Santa Clara County Parks & Rec,Existing,3022,0.238646446365046,2004,Bay Trail (off street),0.00394602928218222
3389,Santa Clara,San Jose,natural,1,U.S. Fish & WIldlife Service,Existing,3000,8.64404122918718,pre-1989,Bay Trail (off street),0.142214138679343
3390,Contra Costa,Martinez,paved,2,Martinez Public Works Department,Existing,5079,1.21337620176323,,Bay Trail (on street),0.0213555662989366
3391,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5005,0.5167959811521,,Bay Trail (off street),0.00902999796885979
3392,Solano,Benicia,paved,1,California State Parks,Existing,6022,2.35697434956847,pre-1989,Bay Trail (off street),0.0368526076372915
3393,Solano,Vallejo,paved,1,Caltrans,Existing,6018,1.01021482541178,2004,Bay Trail (off street),0.0152016548230377
3394,Solano,Vallejo,paved,1,California Maritime Academy,Existing,6017,0.264849445606497,pre-1989,Bay Trail (off street),0.00451652333310873
3395,Solano,Vallejo,paved,1,Vallejo Public Works Department,Existing,6024,1.12415892355998,pre-1989,Bay Trail (off street),0.0178900569220404
3396,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6026,0.544170342511724,pre-1989,Bay Trail (off street),0.00845693874801971
3397,Marin,Novato,paved,1,Novato Public Works Department,Existing,9004,0.647937853189128,pre-1989,Bay Trail (off street),0.0100566921363136
3398,Marin,Novato,natural,1,Novato Planning Department,Existing,9010,1.34717678923299,,Bay Trail (off street),0.0219044197109201
3399,Marin,Marin County,natural,1,Las Gallinas Valley Sanitary District,Existing,9016,0.353958212232025,,Bay Trail (off street),0.0062442939964132
3400,Marin,Marin County,natural,1,Las Gallinas Valley Sanitary District,Existing,9018,1.81713127437698,pre-1989,Bay Trail (off street),0.0320228272451062
3401,Marin,Marin County,natural,1,Las Gallinas Valley Sanitary District,Existing,9017,0.196223689068911,,Bay Trail (off street),0.00296358636980958
3402,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9025,0.454142960569719,,Bay Trail (off street),0.00734581730381713
3403,Marin,Marin County,,2,Marin County Public Works Dept,Proposed,9029,1.70399857572556,,Planned Bay Trail,0.0281249849912966
3404,Marin,San Rafael,paved,2,San Rafael Public Works Dept,Existing,9031,0.431731231304642,,Bay Trail (on street),0.00640677208482506
3405,Marin,San Rafael,paved,2,San Rafael Public Works Dept,Existing,9033,0.595650866706315,,Bay Trail (on street),0.0102642243690407
3406,Marin,San Rafael,natural,1,California State Parks,Existing,9028,1.1142484061103,,Bay Trail (off street),0.0181248623060186
3407,Marin,San Rafael,natural,1,California State Parks,Existing,9026,2.62769731860459,,Bay Trail (off street),0.0443987634708239
3408,Marin,San Rafael,paved,2,San Rafael Public Works Dept,Existing,9051,1.55278758866717,pre-1989,Bay Trail (on street),0.0257998663535826
3409,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9045,0.636691556308605,pre-1989,Bay Trail (off street),0.010397741403223
3410,Marin,San Rafael,,2,San Rafael Public Works Dept,Proposed,9047,0.624605194780825,,Planned Bay Trail,0.0109126009928255
3411,Marin,Larkspur,paved,1,Larkspur Public Works Dept,Existing,9056,0.56865734281078,pre-1989,Bay Trail (off street),0.00994970125092965
3412,Marin,Larkspur,paved,1,Golden Gate Transit District,Existing,9060,0.433022010956064,2009,Bay Trail (off street),0.00701556570636975
3413,Marin,Mill Valley,paved,1,Marin County Parks,Existing,9078,0.089670826861805,,Bay Trail (off street),0.00159601651493918
3414,Marin,Mill Valley,paved,1,Marin County Parks,Existing,9088,1.10218765845662,pre-1989,Bay Trail (off street),0.0168993236747648
3415,Marin,Marin County,paved,1,Marin County Public Works Dept,Existing,9097,0.30963296703435,,Bay Trail (off street),0.00502399355162431
3416,Marin,Sausalito,paved,2,Sausalito Public Works Department,Existing,9101,0.380845446198786,2003,Bay Trail (on street),0.00631969484924777
3417,Marin,Marin County,paved,1,Golden Gate Transit District,Existing,9110,0.525351064787863,pre-1989,Bay Trail (off street),0.00782059895665901
3418,San Francisco,San Francisco,paved,1,Golden Gate Transit District,Existing,1000,1.12039295962779,pre-1989,Bay Trail (off street),0.0162917534871248
3419,San Francisco,San Francisco,paved,2,SF Municipal Transportation Agency,Existing,1011,2.49700577058114,pre-1989,Bay Trail (off street),0.0400248744069277
3420,San Francisco,San Francisco,paved,1,Port of San Francisco,Existing,1012,0.407933595766422,2000,Bay Trail (off street),0.00655432477144446
3421,San Francisco,San Francisco,paved,1,SF Municipal Transportation Agency,Existing,1015,0.492459316218153,,Bay Trail (off street),0.00740639131322757
3422,San Francisco,San Francisco,natural,1,SF Recreation & Parks Dept,Existing,1022,0.470646325078291,1996,Bay Trail (off street),0.00759982790383034
3423,San Mateo,East Palo Alto,natural,1,Midpeninsula Regional Open Space District,Existing,2090,0.541202520206954,pre-1989,Bay Trail (off street),0.00899589985687013
3424,San Francisco,San Francisco,natural,1,Port of San Francisco,Existing,1021,0.519677634915385,1999,Bay Trail (off street),0.00924014961674403
3425,San Mateo,San Mateo,paved,1,San Mateo Parks & Recreation,Existing,2064,1.51352169306696,2005,Bay Trail (off street),0.0259184254260438
3426,San Mateo,Redwood City,paved,1,Redwood City Public Works Dept,Existing,2069,0.425853345652621,pre-1989,Bay Trail (off street),0.0066140756796603
3427,San Mateo,Redwood City,natural,1,Redwood City Public Works Dept,Existing,2071,0.837991023682573,pre-1989,Bay Trail (off street),0.0133995115087891
3428,San Mateo,Redwood City,paved,1,Redwood City Public Works Dept,Existing,2078,0.558304115632002,pre-1989,Bay Trail (off street),0.00882466472429338
3429,San Mateo,East Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,2097,0.686742742008459,2005,Bay Trail (off street),0.0102664418619093
3430,Alameda,Albany,paved,1,Caltrans,Existing,4167,0.685435431516814,1997,Bay Trail (off street),0.0103231866019349
3431,Alameda,Albany,paved,1,Albany Public Works,Existing,4165,0.445695853622159,1997,Bay Trail (off street),0.00790624584142168
3432,San Mateo,Belmont,paved,1,Belmont Parks & Recreation,Existing,2073,0.379068718321056,pre-1989,Bay Trail (off street),0.0060493486223815
3433,San Mateo,Redwood City,paved,1,Redwood City Public Works Dept,Existing,2076,0.610215615129613,1992,Bay Trail (off street),0.0106006942367613
3434,San Mateo,Menlo Park,paved,1,Caltrans,Existing,2080,0.81409646586385,pre-1989,Bay Trail (off street),0.0136405064277812
3435,San Mateo,Redwood City,natural,1,U.S. Fish & Wildlife Service,Existing,2081,0.778464784653116,2015,Bay Trail (off street),0.013244527806147
3436,Santa Clara,Sunnyvale,natural,1,Sunnyvale Parks & Recreation,Existing,3032,1.17117242200752,1999,Bay Trail (off street),0.0202574451504509
3437,Alameda,Fremont,paved,1,Caltrans,Existing,4009,0.52765744443525,pre-1989,Bay Trail (off street),0.00873887910201459
3438,Alameda,San Leandro,paved,1,East Bay Regional Park District,Existing,4047,0.382218660041012,1997,Bay Trail (off street),0.00592248576041306
3439,Alameda,Oakland,paved,1,Port of Oakland,Existing,4050,0.326218164846043,2004,Bay Trail (off street),0.00530020742754364
3440,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4055,0.366795033350188,pre-1989,Bay Trail (off street),0.0058334221462255
3441,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2046,0.551157424531378,pre-1989,Bay Trail (off street),0.0099842996045414
3442,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4102,0.420931164788075,pre-1989,Bay Trail (off street),0.00619191487268697
3443,Alameda,Alameda,paved,2,Alameda Public Works Department,Existing,4111,0.194308340405625,1993,Bay Trail (on street),0.00291089911341305
3444,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9048,0.448370281804661,,Bay Trail (off street),0.00786431269893511
3445,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9050,0.184608720861345,2002,Bay Trail (off street),0.00273745600760497
3446,Marin,Corte Madera,paved,1,Corte Madera Public Works Dept,Existing,9068,1.23303822425902,pre-1989,Bay Trail (off street),0.0187718029511454
3447,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3008,0.285993383618101,pre-1989,Bay Trail (off street),0.00442662184500967
3448,San Francisco,San Francisco,paved,1,SF Recreation & Parks Dept,Existing,1023,0.317947310507688,,Bay Trail (off street),0.00535993241953792
3449,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5024,0.726828555564071,,Bay Trail (off street),0.012748628725162
3450,Contra Costa,Richmond,paved,2,Richmond Public Works Dept,Existing,5026,0.573575024600912,2004,Bay Trail (on street),0.00918584085927648
3451,Contra Costa,Richmond,paved,1,East Bay Regional Park District,Existing,5016,0.298878750960995,,Bay Trail (off street),0.0045032964296686
3452,Contra Costa,Richmond,paved,2,Richmond Public Works Dept,Existing,5021,0.331249660651452,2004,Bay Trail (on street),0.00509373127251573
3453,Contra Costa,Richmond,paved,1,East Bay Regional Park District,Existing,5018,0.551473647408404,,Bay Trail (off street),0.00879687059393908
3454,San Francisco,San Francisco,paved,2,Port of San Francisco,Proposed,1014,0.477795334734658,2020,Planned Bay Trail,0.00640653204505102
3455,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4137,0.563123018740912,2005,Bay Trail (on street),0.00993823004568745
3456,Alameda,Oakland,paved,1,Port of Oakland,Existing,4130,0.0670197737461611,2005,Bay Trail (off street),0.00102679709787769
3457,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4056,0.0348262745095715,pre-1989,Bay Trail (off street),0.000591862951648694
3458,Marin,Tiburon,paved,1,Tiburon Public Works Department,Existing,9077,0.178352231088808,pre-1989,Bay Trail (off street),0.00273697540290846
3459,Alameda,Fremont,paved,1,East Bay Regional Park District,Existing,4023,1.69976396299616,pre-1989,Bay Trail (off street),0.027537961904518
3460,Contra Costa,Richmond,paved,1,Caltrans,Existing,5033,0.155805176578509,,Bay Trail (off street),0.00251380262785434
3461,Napa,American Canyon,paved,1,American Canyon Community Svcs,Existing,7010,1.36966946196255,2005,Bay Trail (off street),0.0203480861593929
3462,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9054,0.220157299455704,,Bay Trail (off street),0.00384570072945682
3463,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5001,0.296825757848923,1995,Bay Trail (off street),0.00513299902347959
3464,Contra Costa,Pinole,paved,1,Pinole Public Works Department,Existing,5070,0.050140279600324,,Bay Trail (off street),0.00079585566704002
3465,Contra Costa,Hercules,paved,1,East Bay Regional Park District,Existing,5075,0.187166968578274,2004,Bay Trail (off street),0.00292061853547157
3466,Alameda,Hayward,paved,2,Hayward Public Works Dept,Existing,4031,0.333641967251385,2004,Bay Trail (on street),0.0050993489641007
3467,Marin,Marin County,natural,1,National Park Service,Existing,9106.1,0.163730617414613,,Bay Trail (off street),0.00267930693320527
3468,Marin,Marin County,,1,National Park Service,Proposed,9108.1,0.327708001138671,,Planned Bay Trail,0.00559652052641959
3469,Santa Clara,San Jose,paved,1,San Jose PRNS,Existing,3028.1,0.845459417387836,2011,Bay Trail (off street),0.0151431116542438
3470,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3021.1,0.45409008519379,,Planned Bay Trail,0.00662345758589218
3471,Marin,San Rafael,,2,San Rafael Public Works Dept,Proposed,9122,1.00064234833367,,Planned Bay Trail,0.0172447125238237
3472,Sonoma,Sonoma County,natural,1,Port Sonoma Marina,Existing,8012.2,0.616799599297264,,Bay Trail (off street),0.0103739767571948
3473,Sonoma,Sonoma County,,1,Caltrans,Proposed,8011.2,0.389918321535441,,Planned Bay Trail,0.00714139303774184
3474,Sonoma,Sonoma County,,1,Caltrans,Proposed,8010.1,1.26439967078316,,Planned Bay Trail,0.0224748405329746
3475,Sonoma,Sonoma County,natural,1,Sonoma County Regional Parks,Proposed,8006.1,0.23714036175236,,Bay Trail (off street),0.00387252998596518
3476,Sonoma,Sonoma County,,1,private land,Proposed,8006.2,0.80115136695891,,Planned Bay Trail,0.0136603100389218
3477,Sonoma,Sonoma County,natural,1,Sonoma Valley Water Agency,Existing,8006.3,0.951282675114105,,Bay Trail (off street),0.0152411327532511
3478,Solano,Vallejo,paved,2,Caltrans,Existing,6021,0.198849562151155,2004,Bay Trail (on street),0.00322872064484476
3479,Solano,Vallejo,paved,1,Caltrans,Existing,6021.1,0.0830322605062243,2004,Bay Trail (off street),0.0013228111826486
3480,Alameda,Oakland,,2,Oakland Public Works Agency,Proposed,4131,0.463282079279561,2005,Planned Bay Trail,0.00791670804873905
3481,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4140,1.48919945572888,2006,Bay Trail (on street),0.0219361883378802
3482,Alameda,Berkeley,paved,1,Berkeley Public Works Department,Existing,4158,0.348761251564559,2012,Bay Trail (off street),0.00623717041180352
3483,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.4,0.100788395607655,,Bay Trail (off street),0.00183935893704913
3484,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.5,0.119310595418223,,Bay Trail (off street),0.00217059423297826
3485,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.6,0.0451509962685384,,Bay Trail (off street),0.00082364837718778
3486,Alameda,Berkeley,,1,Berkeley Public Works Department,Proposed,4151,0.17066057316879,,Planned Bay Trail,0.0026594515548127
3487,Alameda,Berkeley,,1,Water Emergency Transportation Authority,Proposed,4152,0.16333101550484,,Planned Bay Trail,0.00243204618664486
3488,Alameda,Berkeley,,1,Water Emergency Transportation Authority,Proposed,4155,0.306254431842766,,Planned Bay Trail,0.00451640650225886
3489,Alameda,Berkeley,,1,Berkeley Public Works Department,Proposed,4157,0.175624855746362,,Planned Bay Trail,0.00275762684053402
3490,Alameda,Berkeley,,1,Berkeley Public Works Department,Proposed,4156,0.225696387697575,,Planned Bay Trail,0.00408457203495437
3491,Alameda,Berkeley,,1,Berkeley Public Works Department,Proposed,4159,0.413520326661975,,Planned Bay Trail,0.00663609457132122
3492,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5027,0.479830825689273,2005,Bay Trail (off street),0.00729652062255242
3493,Contra Costa,Contra Costa Co,natural,1,Contra Costa County Public Works,Existing,5050,1.32519478022511,2011,Bay Trail (off street),0.0226031132888353
3494,Contra Costa,Martinez,paved,1,Caltrans,Existing,5084,0.796197168573242,2009,Bay Trail (off street),0.0121320587750168
3495,Solano,Benicia,paved,1,Caltrans,Existing,6002,1.29624634419882,2009,Bay Trail (off street),0.0209681843351264
3496,Solano,Vallejo,paved,1,Vallejo Public Works Department,Existing,6025,0.268194187612041,,Bay Trail (off street),0.00434539042228176
3497,Napa,Napa,paved,2,City of Napa Public Works Dept,Existing,7030,1.34187077559125,2006,Bay Trail (on street),0.0239989551621039
3498,Napa,Napa County,paved,2,Napa County Public Works Dept,Existing,7018,0.782480420997086,2005,Bay Trail (on street),0.012245633047486
3499,Marin,Novato,natural,1,State Coastal Conservancy,Proposed,9006,0.726862187778709,,Planned Bay Trail,0.0116122501444903
3500,Contra Costa,Richmond,natural,1,Richmond Public Works Dept,Existing,5044,1.5547419862731,2006,Bay Trail (off street),0.0255169637549631
3501,Alameda,Oakland,paved,1,Port of Oakland,Existing,4051,0.592925869620957,2005,Bay Trail (off street),0.00911723470079558
3502,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4067,0.342955654976974,pre-1989,Bay Trail (off street),0.00540458396499703
3503,Alameda,Oakland,paved,1,Port of Oakland,Existing,4136,1.2586423422621,2004,Bay Trail (off street),0.0210134637039818
3504,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4133,0.480513362982518,2005,Bay Trail (on street),0.00863696592514498
3505,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9053,0.102108306538983,2005,Bay Trail (off street),0.00159944777172165
3506,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4103,0.271583381598564,2005,Bay Trail (off street),0.0042754207088303
3507,Napa,Napa,paved,1,City of Napa Parks Department,Existing,7028,1.42525704308063,,Bay Trail (off street),0.0221436080583617
3508,Marin,Novato,natural,1,Novato Planning Department,Existing,9007,0.576152965860754,2103,Bay Trail (off street),0.00942520446457912
3509,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4134,0.262408338528654,2005,Bay Trail (on street),0.00437429568580935
3510,Marin,Novato,natural,1,Novato Public Works Department,Existing,9008,0.721804463524755,2005,Bay Trail (off street),0.0117080916677448
3511,Marin,Larkspur,paved,1,Larkspur Public Works Dept,Existing,9059,0.767729450413855,pre-1989,Bay Trail (off street),0.0123276842491144
3512,Santa Clara,Milpitas,paved,1,Milpitas Public Works Department,Existing,3012,2.30503505535645,2006,Bay Trail (off street),0.0349602687331158
3513,Marin,Novato,natural,1,Novato Planning Department,Existing,9012,0.779859136717095,,Bay Trail (off street),0.0131440594294726
3514,Marin,Novato,,1,Novato Planning Department,Proposed,9011,0.154623320644576,,Planned Bay Trail,0.00281801680431906
3515,Contra Costa,Martinez,,1,East Bay Regional Park District,Proposed,5078.2,0.297633956160338,,Planned Bay Trail,0.0053879674751065
3516,Contra Costa,Martinez,,1,East Bay Regional Park District,Proposed,5078.3,0.13409778192669,,Planned Bay Trail,0.00202283636952702
3517,Contra Costa,Martinez,paved,1,East Bay Regional Park District,Existing,5078.4,0.277136688804781,2005,Bay Trail (off street),0.00480545115898919
3518,Solano,Benicia,,2,Benicia Public Works Department,Proposed,6008.4,0.298305634066312,,Planned Bay Trail,0.00520160080711693
3519,Solano,Benicia,paved,2,Benicia Public Works Department,Proposed,6006.1,0.214095252035722,,Planned Bay Trail,0.00332453641552761
3520,Solano,Vallejo,natural,1,Greater Vallejo Recreation District,Existing,6016,0.352360026766142,,Bay Trail (off street),0.00581544280115825
3521,Solano,Vallejo,natural,1,Greater Vallejo Recreation District,Existing,6016.1,0.13672971424454,,Bay Trail (off street),0.00231885793709755
3522,Solano,Vallejo,,1,Vallejo Public Works Department,Proposed,6015.1,0.195030443663753,,Planned Bay Trail,0.00302949046590864
3523,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.2,0.0568713079115928,,Bay Trail (off street),0.00101398392232849
3524,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.7,0.121286775235598,,Bay Trail (off street),0.00221971995489686
3525,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.3,0.0149327388754327,,Bay Trail (off street),0.000272716243039998
3526,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.8,0.0707290115744326,,Bay Trail (off street),0.00128901008511155
3527,Solano,Vallejo,natural,1,Vallejo Public Works Department,Existing,6015.9,0.0337041249978177,,Bay Trail (off street),0.000552917983751912
3528,Solano,Vallejo,,2,Vallejo Public Works Department,Proposed,6023,1.02080987000334,,Planned Bay Trail,0.0162867393141932
3529,Contra Costa,Richmond,,1,Richmond Public Works Dept,Proposed,5053.1,0.35659537542082,,Planned Bay Trail,0.00613001652971691
3530,Contra Costa,Richmond,natural,1,East Bay Regional Park District,Existing,5053,0.201617896526866,2017,Bay Trail (off street),0.00337261587652577
3531,Sonoma,Sonoma County,,2,Sonoma County Public Works,Proposed,8005,2.20445713947531,,Planned Bay Trail,0.0403364718203049
3532,Contra Costa,Richmond,paved,1,Port of Richmond,Existing,5012.1,0.261036256217371,2014,Bay Trail (off street),0.00438877137655982
3533,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5098,0.0930224623981277,,Bay Trail (off street),0.00159774811445971
3534,San Francisco,San Francisco,paved,1,Port of San Francisco,Existing,1035,0.174666765925676,2006,Bay Trail (off street),0.00296379533084673
3535,Alameda,Fremont,natural,1,U.S. Fish & Wildlife Service,Existing,4168,0.78606055703494,pre-1989,Bay Trail (off street),0.0130127402203409
3536,Alameda,Fremont,natural,1,U.S. Fish & Wildlife Service,Existing,4169,0.372201362162925,2005,Bay Trail (off street),0.0060777075385356
3537,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4065.1,0.104442343286939,2004,Bay Trail (off street),0.00180077537759885
3538,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4065,1.01271122287176,pre-1989,Bay Trail (off street),0.0165389708725978
3539,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9052.1,0.130116351133192,2000,Bay Trail (off street),0.00192333157557035
3540,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9052,0.310416406015415,pre-1989,Bay Trail (off street),0.00458579013650741
3541,Marin,Tiburon,,2,Tiburon Public Works Department,Proposed,9074,0.235361336664906,,Planned Bay Trail,0.00393437694327327
3542,San Mateo,S San Francisco,paved,1,San Mateo County Harbor District,Existing,2008,1.14121752741304,pre-1989,Bay Trail (off street),0.0189430103234436
3543,San Mateo,S San Francisco,paved,1,San Mateo County Harbor District,Existing,2008.2,0.058162208541568,2010,Bay Trail (off street),0.000877630968418584
3544,San Mateo,S San Francisco,paved,1,San Mateo County Harbor District,Existing,2008.1,0.5433033093514,pre-1989,Bay Trail (off street),0.00968608038769246
3545,Marin,San Rafael,natural,1,San Rafael Public Works Dept,Existing,9041,0.0911226296649005,,Bay Trail (off street),0.00159437701569069
3546,Marin,San Rafael,natural,1,San Rafael Public Works Dept,Existing,9112,0.308600116348694,,Bay Trail (off street),0.00490345245674872
3547,Marin,San Rafael,paved,1,San Rafael Public Works Dept,Existing,9111,0.100211361784466,,Bay Trail (off street),0.00147970776972549
3548,San Francisco,San Francisco,paved,1,National Park Service,Existing,1007,0.3624739862723,pre-1989,Bay Trail (off street),0.00602218906354327
3549,San Francisco,San Francisco,paved,1,SF Recreation & Parks Dept,Existing,1037,0.999407441701206,pre-1989,Bay Trail (off street),0.0174705950083633
3550,San Francisco,San Francisco,paved,1,SF Recreation & Parks Dept,Existing,1036,0.111785878335795,2013,Bay Trail (off street),0.001947253010048
3551,San Mateo,San Bruno,paved,1,San Francisco International Airport,Existing,2099,0.544051833803154,2006,Bay Trail (off street),0.00851763353911277
3552,San Mateo,San Bruno,paved,2,San Bruno Public Works Dept,Existing,2023,0.204864201224381,,Bay Trail (on street),0.0036204194245402
3553,San Mateo,East Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,2096,0.26936876568866,2008,Bay Trail (off street),0.00407023727207702
3554,San Mateo,East Palo Alto,,1,City of East Palo Alto,Proposed,2099.1,0.0724227741939029,,Planned Bay Trail,0.00106654248592019
3555,Alameda,Fremont,paved,2,Fremont Public Works Dept,Existing,4005,1.53469091638431,2006,Bay Trail (on street),0.02590547176143
3556,Alameda,San Leandro,paved,1,San Leandro Public Works Dept,Existing,4043,0.314008645783495,pre-1989,Bay Trail (off street),0.00487110834491637
3557,Alameda,San Leandro,natural,1,San Leandro Public Works Dept,Existing,4170,0.0680897647725629,,Bay Trail (off street),0.00110475546812491
3558,Santa Clara,Mountain View,natural,1,Mountain View Comm. Services,Existing,3039,0.320033380750285,pre-1989,Bay Trail (off street),0.0046615154920075
3559,Marin,San Rafael,natural,1,Marin County Parks,Existing,9020,2.86024911635254,pre-1989,Bay Trail (off street),0.044880719325587
3560,Marin,San Rafael,,1,Marin County Parks,Proposed,9113,0.0421886606716991,,Planned Bay Trail,0.000711877354226395
3561,Marin,San Rafael,,1,Marin County Parks,Proposed,9114,0.11792454789141,,Planned Bay Trail,0.00203309613611439
3562,Marin,San Rafael,paved,1,Marin County Parks,Existing,9021,0.576277012146957,,Bay Trail (off street),0.00982485195881097
3563,San Francisco,San Francisco,paved,2,SF Municipal Transportation Agency,Existing,1018,0.416017019367134,2011,Bay Trail (on street),0.0060476557855859
3564,San Francisco,San Francisco,paved,1,Port of San Francisco,Existing,1038,0.180314331483568,2009,Bay Trail (off street),0.00264720659640726
3565,Alameda,Fremont,paved,2,Fremont Public Works Dept,Existing,4022,1.83471174270804,pre-1989,Bay Trail (on street),0.0275973464116028
3566,Alameda,Fremont,paved,2,Fremont Public Works Dept,Existing,4022.1,0.413420136532801,,Bay Trail (off street),0.00652514897482152
3567,Alameda,Hayward,natural,1,East Bay Regional Park District,Existing,4033,3.11203545648983,2009,Bay Trail (off street),0.0525172740422556
3568,Alameda,Hayward,paved,1,Hayward Public Works Dept,Existing,4171,0.771286112162759,2009,Bay Trail (on street),0.0131013802783858
3569,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5014,0.0886984193434782,2014,Bay Trail (off street),0.00146011118582722
3570,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5099,0.203636378769484,2014,Bay Trail (off street),0.00365083061297762
3571,Solano,Vallejo,paved,1,Vallejo Public Works Department,Existing,6027,0.223114457037903,2007,Bay Trail (off street),0.00355157356779838
3572,Solano,Vallejo,paved,1,Vallejo Public Works Department,Proposed,6042,0.690064581922538,,Planned Bay Trail,0.0116488896680339
